Source	Target
POLR2G	RNF207
SRSF7	RNF207
PCBP1	RNF207
TAF15	RNF207
RBM34	RNF207
RBM15	RNF207
FIP1L1	RNF207
HNRNPL	RNF207
U2AF1	RNF207
RBM25	RNF207
EWSR1	RNF207
U2AF2	RNF207
CEBPZ	RNF207
TBL1XR1	RNF207
ZMIZ1	RNF207
MAX	RNF207
CDC5L	RNF207
FUBP1	RNF207
NFYB	RNF207
XRCC5	RNF207
PTBP1	ICMT
RBM15	ICMT
RBM39	ICMT
MARK2	ICMT
NFYB	ICMT
NKRF	ICMT
RPS3	ICMT
XRCC5	ICMT
TARDBP	ACOT7
PTBP1	ACOT7
AGO2	ACOT7
SRSF7	ACOT7
SRSF9	ACOT7
PCBP1	ACOT7
TAF15	ACOT7
RBM34	ACOT7
ILF2	ACOT7
U2AF1	ACOT7
U2AF2	ACOT7
RBM15	ACOT7
CIZ1	ACOT7
NFYB	ACOT7
PTBP1	NOL9
PCBP2	NOL9
FIP1L1	NOL9
SUB1	NOL9
RBM22	NOL9
NFYB	NOL9
TARDBP	ZBTB48
SRSF9	ZBTB48
PCBP2	ZBTB48
PSIP1	ZBTB48
TAF15	ZBTB48
RBM22	ZBTB48
CDC5L	ZBTB48
NFYB	ZBTB48
STAT5	KLHL21
TARDBP	KLHL21
POLR2G	KLHL21
PTBP1	KLHL21
AGO2	KLHL21
SRSF7	KLHL21
HNRNPL	KLHL21
TAF15	KLHL21
RBM22	KLHL21
CIZ1	KLHL21
FUBP1	KLHL21
NFYB	KLHL21
NKRF	KLHL21
SMAD2	KLHL21
PTBP1	PHF13
AGO2	PHF13
RBM22	PHF13
MARK2	PHF13
NFYB	PHF13
NKRF	PHF13
PTBP1	DNAJC11
AGO2	DNAJC11
RBM15	DNAJC11
DROSHA	DNAJC11
FIP1L1	DNAJC11
RBM39	DNAJC11
HNRNPUL1	DNAJC11
PSIP1	DNAJC11
TAF15	DNAJC11
RBM25	DNAJC11
CIZ1	DNAJC11
MARK2	DNAJC11
NFYB	DNAJC11
RPS3	DNAJC11
STAT5	CAMTA1
FIP1L1	CAMTA1
CHD2	CAMTA1
MARK2	CAMTA1
NFYB	CAMTA1
TAF15	VAMP3
MARK2	VAMP3
TARDBP	PER3
TAF15	PER3
FIP1L1	PER3
PSIP1	PER3
MARK2	PER3
NFYB	PER3
NKRF	PER3
RBM39	PARK7
HNRNPUL1	PARK7
MARK2	PARK7
NFYB	PARK7
NKRF	PARK7
RBM15	RERE
DROSHA	RERE
CHD1	RERE
MAZ	RERE
MARK2	RERE
NFYB	RERE
NKRF	RERE
STAT5	ENO1
CHD2	ENO1
CIZ1	ENO1
MARK2	ENO1
NFYB	ENO1
NKRF	ENO1
TARDBP	H6PD
AGO2	H6PD
SRSF7	H6PD
SRSF9	H6PD
PCBP2	H6PD
HNRNPK	H6PD
RBM15	H6PD
NONO	H6PD
ILF2	H6PD
FUS	H6PD
HNRNPL	H6PD
TAF15	H6PD
RBM25	H6PD
TAL1	H6PD
CDC5L	H6PD
CIZ1	H6PD
FUBP1	H6PD
NFYB	H6PD
XRCC5	H6PD
STAT5	SLC25A33
TARDBP	TMEM201
POLR2G	TMEM201
PTBP1	TMEM201
AGO2	TMEM201
SRSF7	TMEM201
SRSF9	TMEM201
PCBP2	TMEM201
TAF15	TMEM201
RBM34	TMEM201
BCLAF1	TMEM201
SRSF4	TMEM201
RBM22	TMEM201
RBM15	TMEM201
CDC5L	TMEM201
CIZ1	TMEM201
MARK2	TMEM201
NKRF	TMEM201
SMAD2	TMEM201
SMAD5	TMEM201
U2AF1	PIK3CD
U2AF2	PIK3CD
FUBP1	PIK3CD
NFYB	PIK3CD
XRCC5	PIK3CD
STAT5	CLSTN1
TARDBP	CLSTN1
U2AF2	CLSTN1
RAD21	CLSTN1
FUBP1	CLSTN1
NFYB	CLSTN1
AGO2	CTNNBIP1
PCBP2	CTNNBIP1
FIP1L1	CTNNBIP1
RBM39	CTNNBIP1
ILF2	CTNNBIP1
U2AF1	CTNNBIP1
U2AF2	CTNNBIP1
CDC5L	CTNNBIP1
CIZ1	CTNNBIP1
MARK2	CTNNBIP1
NFYB	CTNNBIP1
STAT1	CTNNBIP1
ATF2	LZIC
TARDBP	LZIC
RBM39	LZIC
U2AF1	LZIC
U2AF2	LZIC
MARK2	LZIC
NFYB	LZIC
NKRF	LZIC
RPS3	LZIC
HNRNPK	NMNAT1
RBM15	NMNAT1
FIP1L1	NMNAT1
RBM39	NMNAT1
HNRNPL	NMNAT1
U2AF1	NMNAT1
EWSR1	NMNAT1
U2AF2	NMNAT1
CHD2	NMNAT1
MARK2	NMNAT1
NFYB	NMNAT1
NKRF	NMNAT1
RPS3	NMNAT1
XRCC5	NMNAT1
ATF2	UBE4B
RBM39	UBE4B
RAD21	UBE4B
ATF2	KIF1B
STAT5	KIF1B
TARDBP	KIF1B
FIP1L1	KIF1B
NFYB	KIF1B
NKRF	KIF1B
KLF3	PGD
STAT5	PGD
DROSHA	PGD
RBM39	PGD
HNRNPUL1	PGD
NFYB	PGD
TARDBP	PEX14
PTBP1	PEX14
SRSF9	PEX14
PCBP2	PEX14
PCBP1	PEX14
TAF15	PEX14
RBM34	PEX14
ILF2	PEX14
U2AF2	PEX14
MARK2	PEX14
NFYB	PEX14
NKRF	PEX14
SMAD2	PEX14
TARDBP	SPARCL1
TARDBP	GRIA2
TARDBP	ERMN
TARDBP	ADAMTS10
TARDBP	MASP1
TARDBP	TSHZ3
TARDBP	ITGAL
TARDBP	UBASH3B
TARDBP	ATP1A2
TARDBP	FBLN2
TARDBP	HMCN1
TARDBP	FAM109B
TARDBP	PDE4D
TARDBP	HSD17B7P2
TARDBP	PDGFRB
TARDBP	GCKR
TARDBP	LEMD1
TARDBP	MAN1C1
TARDBP	PCNXL2
TARDBP	NEU4
TARDBP	GRAMD2
TARDBP	FAM65B
TARDBP	PPP4R4
TARDBP	EVPL
TARDBP	ZNHIT2
TARDBP	WFS1
TARDBP	TBC1D3B
TARDBP	TRAF3IP3
TARDBP	DUOXA1
TARDBP	PDZK1IP1
TARDBP	SPDEF
TARDBP	ACPP
TARDBP	CDHR3
TARDBP	HTRA3
TARDBP	ESPN
TARDBP	EPS8
TARDBP	ITGA3
TARDBP	HES2
TARDBP	TEKT2
TARDBP	LRFN3
TARDBP	TBC1D26
TARDBP	DAGLA
TARDBP	GREB1
TARDBP	ZNF837
TARDBP	RASL10A
TARDBP	MOBP
TARDBP	GATA5
TARDBP	ADPRHL1
TARDBP	SLAMF7
TARDBP	PVRL1
TARDBP	KLHL10
TARDBP	ADAMTS9
TARDBP	RP1L1
TARDBP	LPA
TARDBP	PCDHGB5
TARDBP	ZNF382
TARDBP	CEACAM1
TARDBP	ABLIM1
TARDBP	DPYSL4
TARDBP	TUBA8
TARDBP	CNTN5
TARDBP	ZSWIM5
TARDBP	COL16A1
TARDBP	ABCA12
TARDBP	SCN5A
TARDBP	PRR7
TARDBP	CITED4
TARDBP	CLEC18C
TARDBP	DRD4
TARDBP	SOX15
TARDBP	LOC153910
TARDBP	RPS6KA2
TARDBP	MEIS3
TARDBP	GGN
TARDBP	BCHE
TARDBP	CYP2E1
TARDBP	GLS2
TARDBP	PVRL4
TARDBP	SLC18A2
TARDBP	CACNB4
TARDBP	ZNF628
TARDBP	BAIAP2L2
TARDBP	HPN
TARDBP	MGAM
TARDBP	ADAT3
TARDBP	PROX1
TARDBP	MPZL2
TARDBP	TMPRSS9
TARDBP	PRR22
TARDBP	SLC25A34
TARDBP	RPA4
TARDBP	ABCC11
TARDBP	CT47B1
TARDBP	LOC100294362
TARDBP	FXYD1
TARDBP	DSCR9
TARDBP	LRRTM2
TARDBP	BDH1
TARDBP	CCDC85B
TARDBP	ATP8A1
TARDBP	TDRD6
TARDBP	NLRP4
TARDBP	SEMA3C
TARDBP	MYLK2
TARDBP	RBMS1
TARDBP	SCARA5
TARDBP	ZDHHC11
TARDBP	MVP
TARDBP	SLC6A19
TARDBP	CLIP4
TARDBP	FZD9
TARDBP	RAB43
TARDBP	NTN5
TARDBP	PDE6G
TARDBP	C1orf21
TARDBP	GNMT
TARDBP	BTNL3
TARDBP	ARHGEF33
TARDBP	CFP
TARDBP	CIDEB
TARDBP	MC1R
TARDBP	ABCA10
TARDBP	HIST1H2AH
TARDBP	ABCG2
TARDBP	BIRC7
TARDBP	GNAT2
TARDBP	ETV2
TARDBP	MFAP3L
TARDBP	AMT
TARDBP	SLC4A8
TARDBP	PLEKHA6
TARDBP	FGD2
TARDBP	ASB15
TARDBP	ST14
TARDBP	IFIT5
TARDBP	EXTL1
TARDBP	FRZB
TARDBP	XIRP2
TARDBP	FAM160A1
TARDBP	ENPP1
TARDBP	GJC2
TARDBP	LOC440028
TARDBP	FMN1
TARDBP	PYROXD2
TARDBP	CD7
TARDBP	CNGA4
TARDBP	GPC1
TARDBP	DGKI
TARDBP	CNGA1
TARDBP	DCHS1
TARDBP	TRIM73
TARDBP	SLC9A7
TARDBP	ZBTB8A
TARDBP	ZG16B
TARDBP	ABCB4
TARDBP	TULP2
TARDBP	RTN4R
TARDBP	SCAND1
TARDBP	RIN1
TARDBP	HIST1H2AK
TARDBP	NPDC1
TARDBP	SYN3
TARDBP	PCDHGA7
TARDBP	XKR9
TARDBP	LRRC24
TARDBP	JSRP1
TARDBP	JOSD2
TARDBP	CATSPERB
TARDBP	BOLA1
TARDBP	DSP
TARDBP	SLC6A4
TARDBP	HAVCR1
TARDBP	PLEK
TARDBP	PLXDC2
TARDBP	STAT4
TARDBP	ETNK2
TARDBP	PPP1R3A
TARDBP	NKPD1
TARDBP	THSD4
TARDBP	EGFL6
TARDBP	THRSP
TARDBP	PRR19
TARDBP	MAP3K13
TARDBP	RGL3
TARDBP	LIPA
TARDBP	NOXA1
TARDBP	NDRG4
TARDBP	IL16
TARDBP	KHDC1L
TARDBP	RAB15
TARDBP	MMP23B
TARDBP	CALCR
TARDBP	IL11
TARDBP	PSD2
TARDBP	FAM170B
TARDBP	LIME1
TARDBP	SOHLH1
TARDBP	CRISPLD2
TARDBP	CNN3
TARDBP	TMEM184A
TARDBP	ERC2
TARDBP	COL9A1
TARDBP	EBF1
TARDBP	MGC16275
TARDBP	RPUSD1
TARDBP	VCX3A
TARDBP	C11orf94
TARDBP	ITGAX
TARDBP	NDOR1
TARDBP	TNC
TARDBP	HHAT
TARDBP	MMP9
TARDBP	CYP27A1
TARDBP	GCM1
TARDBP	PPAPDC1B
TARDBP	GPR156
TARDBP	TMEM207
TARDBP	SMPD3
TARDBP	STRA6
TARDBP	ITGA6
TARDBP	PPP1R1B
TARDBP	GTF2A1L
TARDBP	HBB
TARDBP	LY96
TARDBP	WFIKKN1
TARDBP	GEM
TARDBP	SATB1
TARDBP	C17orf97
TARDBP	CYP4F2
TARDBP	EGR2
TARDBP	CDC42EP5
TARDBP	ZNF682
TARDBP	LTB
TARDBP	AFP
TARDBP	RPH3AL
TARDBP	HSPA12A
TARDBP	SLC2A10
TARDBP	BHLHA15
TARDBP	MYCT1
TARDBP	ENTHD1
TARDBP	MYLK
TARDBP	RNASE10
TARDBP	TNFRSF14
TARDBP	SYS1-DBNDD2
TARDBP	ADAM11
TARDBP	KLHL4
TARDBP	SLC16A6
TARDBP	GJA3
TARDBP	GNAL
TARDBP	DOCK5
TARDBP	NPY1R
TARDBP	TIGD4
TARDBP	SLFNL1
TARDBP	ZNF80
TARDBP	SLC26A9
TARDBP	C1orf101
TARDBP	GREM2
TARDBP	SOX18
TARDBP	VENTXP1
TARDBP	GPR55
TARDBP	PDF
TARDBP	EML5
TARDBP	ESRP1
TARDBP	JUNB
TARDBP	SPATA2L
TARDBP	MAT1A
TARDBP	CLIP3
TARDBP	CLEC2L
TARDBP	SRGAP3
TARDBP	PITX3
TARDBP	AKAP2
TARDBP	E4F1
TARDBP	CHN1
TARDBP	COL6A1
TARDBP	DGCR9
TARDBP	CCDC96
TARDBP	SPSB2
TARDBP	LRIG1
TARDBP	KIAA1024
TARDBP	C20orf195
TARDBP	TRAPPC5
TARDBP	SIVA1
TARDBP	ZNF296
TARDBP	MASP2
TARDBP	CDHR2
TARDBP	OLFM3
TARDBP	HAPLN2
TARDBP	DNAI1
TARDBP	EME2
TARDBP	DSG1
TARDBP	CORIN
TARDBP	ASTN1
TARDBP	SOSTDC1
TARDBP	CCDC64
TARDBP	TSNAXIP1
TARDBP	THAP10
TARDBP	C14orf80
TARDBP	GAL3ST1
TARDBP	MUC20
TARDBP	C1orf86
TARDBP	FEV
TARDBP	SLC26A1
TARDBP	CHGB
TARDBP	NRCAM
TARDBP	FGF23
TARDBP	TWIST1
TARDBP	RFTN1
TARDBP	MIP
TARDBP	UCN2
TARDBP	OTOA
TARDBP	LRRN3
TARDBP	DPYD
TARDBP	C19orf38
TARDBP	PEG10
TARDBP	HIST1H3E
TARDBP	NOS3
TARDBP	C19orf24
TARDBP	MX1
TARDBP	VASN
TARDBP	MARCKS
TARDBP	ATP8A2
TARDBP	HIST2H3D
TARDBP	TMEM110-MUSTN1
TARDBP	NID2
TARDBP	ZDHHC12
TARDBP	TSSK6
TARDBP	RIPK3
TARDBP	CACNA1F
TARDBP	SH3RF2
TARDBP	CCDC146
TARDBP	ZGPAT
TARDBP	ARHGAP10
TARDBP	SLC14A1
TARDBP	NKX3-1
TARDBP	XIRP1
TARDBP	ZNF843
TARDBP	PXT1
TARDBP	FAM177B
TARDBP	CLDN23
TARDBP	AMH
TARDBP	FIBCD1
TARDBP	TG
TARDBP	AHRR
TARDBP	SCARF1
TARDBP	MICALCL
TARDBP	ELMO3
TARDBP	C8G
TARDBP	BCAR1
TARDBP	TMEM40
TARDBP	AQP9
TARDBP	EPHA2
TARDBP	TTC39C
TARDBP	CCDC110
TARDBP	S100A2
TARDBP	NBPF6
TARDBP	CCDC92
TARDBP	WDR81
TARDBP	HTR2C
TARDBP	IDUA
TARDBP	NAPSB
TARDBP	KCNJ16
TARDBP	EGR3
TARDBP	CACNA1H
TARDBP	DNM1P35
TARDBP	RASL10B
TARDBP	ARMC5
TARDBP	SNRPN
TARDBP	ESR1
TARDBP	TAC1
TARDBP	LDB2
TARDBP	PLA2G4C
TARDBP	TRIM2
TARDBP	C2orf81
TARDBP	GAS2L1
TARDBP	CPZ
TARDBP	ANKRD20A4
TARDBP	HDAC10
TARDBP	CDT1
TARDBP	CXCL1
TARDBP	PODNL1
TARDBP	ZNF474
TARDBP	CCDC151
TARDBP	PWWP2B
TARDBP	EPN3
TARDBP	SLC6A16
TARDBP	EPDR1
TARDBP	PAPPA2
TARDBP	KLF12
TARDBP	C10orf95
TARDBP	IL17B
TARDBP	LIF
TARDBP	CYP1A1
TARDBP	MARVELD2
TARDBP	KCNMA1
TARDBP	MUM1L1
TARDBP	ABTB2
TARDBP	SLIT1
TARDBP	KIAA1671
TARDBP	ATL1
TARDBP	ZFP2
TARDBP	SGK223
TARDBP	REXO1
TARDBP	AQP3
TARDBP	DPM3
TARDBP	EPB42
TARDBP	FAM132A
TARDBP	KRT13
TARDBP	RNF126
TARDBP	VWA1
TARDBP	MZT2A
TARDBP	CYP27B1
TARDBP	CEACAM19
TARDBP	PLEKHG5
TARDBP	RHPN1
TARDBP	LPL
TARDBP	MYO5B
TARDBP	NAALAD2
TARDBP	ABHD1
TARDBP	CDK14
TARDBP	EMID1
TARDBP	NKD2
TARDBP	GDAP1
TARDBP	DGKG
TARDBP	NBPF4
TARDBP	ABLIM3
TARDBP	HMX3
TARDBP	LRFN4
TARDBP	BSN
TARDBP	SGCE
TARDBP	CRB3
TARDBP	THSD1
TARDBP	ATP10D
TARDBP	NPHS1
TARDBP	MYRIP
TARDBP	NPM2
TARDBP	ZNF653
TARDBP	PCDHGA4
TARDBP	HIST2H2AA4
TARDBP	ALDH16A1
TARDBP	FBXL15
TARDBP	CCL2
TARDBP	DOCK10
TARDBP	DNAJB5
TARDBP	LY86-AS1
TARDBP	SRRM5
TARDBP	LGALS9
TARDBP	FBXL6
TARDBP	MFSD10
TARDBP	NME3
TARDBP	FES
TARDBP	SSH3
TARDBP	HAPLN3
TARDBP	CD274
TARDBP	P2RY11
TARDBP	HLF
TARDBP	RNF113B
TARDBP	SYN2
TARDBP	MBLAC1
TARDBP	FBXW5
TARDBP	CRTC1
TARDBP	PLAU
TARDBP	MS4A4A
TARDBP	USP13
TARDBP	DCT
TARDBP	NDUFS7
TARDBP	FMNL2
TARDBP	MYO7A
TARDBP	ABHD8
TARDBP	TLR5
TARDBP	PPP1R16A
TARDBP	FOXD1
TARDBP	TRANK1
TARDBP	FAAH
TARDBP	C19orf25
TARDBP	LMF2
TARDBP	RSPH6A
TARDBP	SASH3
TARDBP	DSC3
TARDBP	PCDHGA8
TARDBP	CHPF2
TARDBP	C7orf71
TARDBP	HBA2
TARDBP	CHPF
TARDBP	ARMC3
TARDBP	ARG1
TARDBP	MYH3
TARDBP	PLXNB3
TARDBP	ZNF446
TARDBP	PDE1B
TARDBP	RASIP1
TARDBP	GDF2
TARDBP	MS4A6A
TARDBP	SELPLG
TARDBP	CYTIP
TARDBP	HMX2
TARDBP	FAM173A
TARDBP	TSC22D4
TARDBP	SIRT6
TARDBP	MMRN2
TARDBP	RAB25
TARDBP	FASTK
TARDBP	TXK
TARDBP	CHTF18
TARDBP	SSSCA1
TARDBP	DMGDH
TARDBP	RNF165
TARDBP	ANK2
TARDBP	OR6A2
TARDBP	B3GNT9
TARDBP	PIP5K1C
TARDBP	HBA1
TARDBP	MYBPHL
TARDBP	ENTPD2
TARDBP	GATA4
TARDBP	ZNF865
TARDBP	STRC
TARDBP	CHRD
TARDBP	ANO1
TARDBP	GRIN2C
TARDBP	FUT3
TARDBP	AFF2
TARDBP	DUSP8
TARDBP	PLSCR4
TARDBP	PIGQ
TARDBP	FRMD8
TARDBP	CPE
TARDBP	ATP13A4
TARDBP	HKDC1
TARDBP	DISC1
TARDBP	PRTG
TARDBP	MYO1A
TARDBP	UNC5C
TARDBP	MESP2
TARDBP	C17orf107
TARDBP	SLCO2B1
TARDBP	OPLAH
TARDBP	ZNF524
TARDBP	GPR153
TARDBP	KCTD17
TARDBP	C9orf9
TARDBP	SH3TC1
TARDBP	CLDN9
TARDBP	PITX1
TARDBP	ACHE
TARDBP	METRNL
TARDBP	SETD1B
TARDBP	MPG
TARDBP	TLN2
TARDBP	IRF7
TARDBP	TUBB1
TARDBP	POPDC2
TARDBP	RYR2
TARDBP	IZUMO1
TARDBP	HYAL3
TARDBP	PAX6
TARDBP	CTHRC1
TARDBP	TMEM88
TARDBP	CNTNAP2
TARDBP	SLC25A22
TARDBP	TRMT61A
TARDBP	FXYD7
TARDBP	HBQ1
TARDBP	CLCNKA
TARDBP	LCTL
TARDBP	ARHGAP23
TARDBP	C9orf16
TARDBP	ARHGEF5
TARDBP	LOC100129138
TARDBP	ZNF205
TARDBP	FBRSL1
TARDBP	DOHH
TARDBP	GLDN
TARDBP	BOLL
TARDBP	ARC
