Source	Target
SOX17	GBP2
SOX17	GBP4
SOX17	GLUD1
SOX17	GM672
SOX17	GNA13
SOX17	GNAT1
SOX17	GNPDA1
SOX17	GOLPH2
SOX17	GP1BA
SOX17	GPR132
SOX17	GPR174
SOX17	GPR63
SOX17	GRASP
SOX17	GRIA1
SOX17	GRIN1
SOX17	GSDM3
SOX17	GSTP2
SOX17	H1FX
SOX17	H2-GS17
SOX17	H2-T17
SOX17	HADHSC
SOX17	HECTD2
SOX17	HES3
SOX17	HIST1H1B
SOX17	HIST1H2AB
SOX17	HIST1H2BJ
SOX17	HIST1H2BK
SOX17	HIST1H3A
SOX17	HIST1H3C
SOX17	HIST1H3D
SOX17	HIST1H3E
SOX17	HIST1H3H
SOX17	HIST1H4C
SOX17	HIST1H4F
SOX17	HIST1H4K
SOX17	HNRPA2B1
SOX17	HRG
SOX17	HSBP1
SOX17	HTR3B
SOX17	IDH1
SOX17	IER3
SOX17	IFNA12
SOX17	IFNK
SOX17	IGF2R
SOX17	IGFBP2
SOX17	IGFBP4
SOX17	II
SOX17	IL13RA2
SOX17	IL15RA
SOX17	IL1RL1
SOX17	IQGAP1
SOX17	ITGB2L
SOX17	KCNE1L
SOX17	KCNJ9
SOX17	KIF18A
SOX17	KIF5B
SOX17	KLK1B9
SOX17	KRT1-14
SOX17	KRT1-18
SOX17	KRT1-19
SOX17	KRT2-8
SOX17	KRT7
SOX17	LAMA1
SOX17	LAMC1
SOX17	LAMP2
SOX17	LAMP3
SOX17	LEFTB
SOX17	LGALS3
SOX17	LOC214158
SOX17	LOC381806
SOX17	LOC435970
SOX17	LOC545291
SOX17	LOC628053
SOX17	LOR
SOX17	LRRC16
SOX17	LRRC34
SOX17	LSM2
SOX17	LTB
SOX17	LY6H
SOX17	MADD
SOX17	MAK3
SOX17	MANBA
SOX17	MAPK12
SOX17	MAPK9
SOX17	MCAM
SOX17	MCPT4
SOX17	MESDC2
SOX17	MFAP2
SOX17	MGAT4A
SOX17	MGC106740
SOX17	MID1
SOX17	MIXL1
SOX17	MLR1
SOX17	MLXIP
SOX17	MMAA
SOX17	MOCOS
SOX17	MPO
SOX17	MREG
SOX17	MRGPRA6
SOX17	MRPL20
SOX17	MRPL34
SOX17	MS4A4B
SOX17	MTF2
SOX17	MTM1
SOX17	MTMR6
SOX17	MYC
SOX17	MYLPF
SOX17	MYNN
SOX17	MYO6
SOX17	MYOZ3
SOX17	NAGS
SOX17	NCAN
SOX17	NDUFS4
SOX17	NEUROG3
SOX17	NFATC2
SOX17	NHLH2
SOX17	NOG
SOX17	NPAS3
SOX17	NQO3A2
SOX17	NT5E
SOX17	NUPR1
SOX17	NXF7
SOX17	OAS1B
SOX17	OAS3
SOX17	OCIAD2
SOX17	OGN
SOX17	OLFR1057
SOX17	OLFR1086
SOX17	OLFR1123
SOX17	OLFR1129
SOX17	OLFR1134
SOX17	OLFR1140
SOX17	OLFR1145
SOX17	OLFR1186
SOX17	OLFR126
SOX17	OLFR1279
SOX17	OLFR1282
SOX17	OLFR1310
SOX17	OLFR1313
SOX17	OLFR1356
SOX17	OLFR1366
SOX17	OLFR1431
SOX17	OLFR15
SOX17	OLFR262
SOX17	OLFR275
SOX17	OLFR281
SOX17	OLFR366
SOX17	OLFR402
SOX17	OLFR410
SOX17	OLFR414
SOX17	OLFR56
SOX17	OLFR583
SOX17	OLFR599
SOX17	OLFR648
SOX17	OLFR67
SOX17	OLFR672
SOX17	OLFR716
SOX17	OLFR893
SOX17	OLFR968
SOX17	OLFR981
SOX17	OPRL1
SOX17	ORC1L
SOX17	OSTB
SOX17	OSTM1
SOX17	OTP
SOX17	OTX2
SOX17	PALM2
SOX17	PAQR9
SOX17	PAX8
SOX17	PCDHA2
SOX17	PCDHB3
SOX17	PCSK9
SOX17	PDCD6
SOX17	PDLIM3
SOX17	PFKFB2
SOX17	PFKP
SOX17	PGR
SOX17	PHLDA2
SOX17	PHOX2A
SOX17	PIM2
SOX17	PIP5K2A
SOX17	PITX2
SOX17	PKIB
SOX17	PLA2G1B
SOX17	PLEKHA2
SOX17	PLEKHA4
SOX17	PMP22
SOX17	POGK
SOX17	POLA1
SOX17	POLE2
SOX17	POLI
SOX17	POU3F1
SOX17	PPAP2B
SOX17	PPFIBP2
SOX17	PPM1B
SOX17	PPP1R1A
SOX17	PRCC
SOX17	PRDX6-RS1
SOX17	PRLPA
SOX17	PRLPB
SOX17	PRLR
SOX17	PROK2
SOX17	PRR7
SOX17	PRSS21
SOX17	PSD4
SOX17	PTPN18
SOX17	RAB38
SOX17	RAB5A
SOX17	RAI14
SOX17	RAPGEF1
SOX17	RASGEF1B
SOX17	RASGRP1
SOX17	RGMB
SOX17	RIN2
SOX17	RIOK3
SOX17	RNF14
SOX17	RNF30
SOX17	RNH2
SOX17	ROBO1
SOX17	RORC
SOX17	RPL22
SOX17	RPRML
SOX17	RPS19
SOX17	RPS6KC1
SOX17	RREB1
SOX17	SCAMP1
SOX17	SCFD2
SOX17	SDCBP
SOX17	SEC10L1
SOX17	SEC8L1
SOX17	SEMA7A
SOX17	SERPINB11
SOX17	SERPINB6C
SOX17	SERPING1
SOX17	SFN
SOX17	SFRP2
SOX17	SFRS7
SOX17	SH2D2A
SOX17	SLC12A8
SOX17	SLC18A3
SOX17	SLC25A20
SOX17	SLC2A9
SOX17	SLC35A5
SOX17	SLCO1A6
SOX17	SLPI
SOX17	SMO
SOX17	SNAP91
SOX17	SNX2
SOX17	SNX3
SOX17	SORL1
SOX17	SOX18
SOX17	SOX21
SOX17	SP5
SOX17	SPATA2
SOX17	SPINK3
SOX17	SPRR2J
SOX17	SPRR2K
SOX17	SREBF1
SOX17	SRP54
SOX17	SSSCA1
SOX17	SSTR3
SOX17	STEAP
SOX17	STK38
SOX17	STMN4
SOX17	STX3
SOX17	STX7
SOX17	SULT2B1
SOX17	SYCP3
SOX17	SYNC
SOX17	T
SOX17	TACSTD2
SOX17	TAF12
SOX17	TAL1
SOX17	TARBP2
SOX17	TBX18
SOX17	TBX20
SOX17	TBX22
SOX17	TFPI2
SOX17	TGFB1
SOX17	TIEG3
SOX17	TK1
SOX17	TMEM2
SOX17	TMEM53
SOX17	TMEM54
SOX17	TMEM74
SOX17	TMPRSS2
SOX17	TMSB10
SOX17	TNFSF14
SOX17	TNRC6C
SOX17	TOM1
SOX17	TPD52
SOX17	TPI1
SOX17	TPTE
SOX17	TRHDE
SOX17	TRIM36
SOX17	TRMT1
SOX17	TRO
SOX17	TSGA10
SOX17	TUSC1
SOX17	TWIST2
SOX17	TXNL4
SOX17	UBE2C
SOX17	UBE2V2
SOX17	UGT2A2
SOX17	UPP1
SOX17	USP18
SOX17	V1RC26
SOX17	V1RE13
SOX17	V1RG5
SOX17	V1RH9
SOX17	VIAAT
SOX17	VLDLR
SOX17	WAP
SOX17	WDR12
SOX17	WNT4
SOX17	WNT5B
SOX17	WNT6
SOX17	WNT7A
SOX17	WNT8A
SOX17	WNT9B
SOX17	ZFP339
SOX17	ZFP371
SOX17	ZFP428
SOX17	ZFP51
SOX17	ZFP711
SOX17	ZGPAT
SOX17	ZNHIT3
SOX2	SOX17
ZSCAN4C	SOX17
ESX1	MRPL15
KLF4	MRPL15
TCF3	MRPL15
ZFP281	MRPL15
JARID2	LYPLA1
KLF4	LYPLA1
NRIP1	LYPLA1
SOX9	LYPLA1
TCF3	LYPLA1
SOX9	TCEA1
TCF3	TCEA1
POU5F1	RB1CC1
ESX1	RRS1
JARID2	RRS1
SOX9	RRS1
NANOG	VCPIP1
TCF3	VCPIP1
ASCL1	SGK3
ASCL2	SGK3
CBX8	SGK3
JARID2	SGK3
KLF4	SGK3
RXRA	SGK3
SOX2	SGK3
SOX9	SGK3
TCF3	SGK3
NR5A2	SNHG6
POU5F1	SNHG6
SOX2	SNHG6
POU5F1	ARFGEF1
SOX9	ARFGEF1
TCF3	ARFGEF1
ASCL2	PREX2
EOMES	PREX2
ESX1	PREX2
GATA3	PREX2
JARID2	PREX2
KLF4	PREX2
MYC	PREX2
NANOG	PREX2
SETDB1	PREX2
SOX2	PREX2
TBX3	PREX2
TCF3	PREX2
AES	A830018L16RIK
ASCL1	A830018L16RIK
ASCL2	A830018L16RIK
EOMES	A830018L16RIK
ESX1	A830018L16RIK
ID1	A830018L16RIK
KLF4	A830018L16RIK
MSC	A830018L16RIK
MYBL2	A830018L16RIK
MYOD1	A830018L16RIK
RHOX6	A830018L16RIK
RXRA	A830018L16RIK
SETDB1	A830018L16RIK
SFPI1	A830018L16RIK
SOX9	A830018L16RIK
TCF3	A830018L16RIK
TCF7L2	A830018L16RIK
ZSCAN4C	A830018L16RIK
EOMES	SULF1
ESRRB	SULF1
ESX1	SULF1
GATA3	SULF1
KLF4	SULF1
MYC	SULF1
NRIP1	SULF1
POU5F1	SULF1
PRDM14	SULF1
SOX9	SULF1
SUZ12	SULF1
TBX3	SULF1
TCF3	SULF1
NANOG	NCOA2
POU5F1	NCOA2
SOX2	NCOA2
JARID2	LACTB2
NANOG	LACTB2
SFPI1	LACTB2
ESX1	TERF1
JARID2	TERF1
POU5F1	TERF1
SOX9	TERF1
TCF3	TERF1
EOMES	RDH10
ESRRB	RDH10
KLF4	RDH10
NRIP1	RDH10
POU5F1	RDH10
SOX2	RDH10
SUZ12	RDH10
TBX3	RDH10
TCF3	RDH10
ZSCAN4C	RDH10
JARID2	STAU2
KLF4	STAU2
NRIP1	STAU2
POU5F1	STAU2
ZFP281	STAU2
ZSCAN4C	STAU2
FEM1B	UBE2W
ASCL2	JPH1
EOMES	JPH1
ESX1	JPH1
ETV3	JPH1
FEM1B	JPH1
GATA3	JPH1
KLF4	JPH1
MEF2C	JPH1
NANOG	JPH1
NRIP1	JPH1
POU5F1	JPH1
SALL4	JPH1
SFPI1	JPH1
SMAD7	JPH1
SOX2	JPH1
SOX9	JPH1
AES	CRISPLD1
ASCL1	CRISPLD1
CBX8	CRISPLD1
DPPA5A	CRISPLD1
EOMES	CRISPLD1
ESX1	CRISPLD1
ETV3	CRISPLD1
GATA3	CRISPLD1
KLF4	CRISPLD1
MYBL2	CRISPLD1
MYC	CRISPLD1
NRIP1	CRISPLD1
POU5F1	CRISPLD1
RHOX6	CRISPLD1
RXRA	CRISPLD1
SALL4	CRISPLD1
SFPI1	CRISPLD1
SMAD7	CRISPLD1
SOX9	CRISPLD1
STAT3	CRISPLD1
TCEA3	CRISPLD1
TCF3	CRISPLD1
ZFAND3	CRISPLD1
ZSCAN4C	CRISPLD1
JARID2	MCM3
POU5F1	MCM3
ZFP281	MCM3
POU5F1	TRAM2
SOX9	TRAM2
TCF3	TRAM2
PRDM14	FAM135A
ZFX	FAM135A
ESX1	LMBRD1
POU5F1	LMBRD1
SOX2	LMBRD1
SOX9	LMBRD1
NANOG	PHF3
TCF3	PRIM2
ZSCAN4C	RAB23
GATA3	BAG2
KLF4	BAG2
NRIP1	BAG2
POU5F1	BAG2
SFPI1	BAG2
SOX2	BAG2
SOX9	BAG2
TCF3	BAG2
ZFX	BAG2
POU5F1	ZFP451
SETDB1	ZFP451
ESRRB	DST
ESX1	DST
GATA3	DST
KLF4	DST
MSC	DST
MYC	DST
SETDB1	DST
SOX2	DST
ZFP281	DST
ZSCAN4C	DST
ASCL1	CFC1
ASCL2	CFC1
EOMES	CFC1
GATA3	CFC1
MSC	CFC1
MYC	CFC1
NRIP1	CFC1
RXRA	CFC1
SALL4	CFC1
SFPI1	CFC1
SOX2	CFC1
SOX9	CFC1
TCF3	CFC1
ASCL2	HS6ST1
EOMES	HS6ST1
ESX1	HS6ST1
MSC	HS6ST1
MYOD1	HS6ST1
POU5F1	HS6ST1
SOX2	HS6ST1
TCF3	HS6ST1
SOX2	UGGT1
SOX9	UGGT1
MSC	LMAN2L
MYBL2	LMAN2L
NR5A2	LMAN2L
POU5F1	LMAN2L
PRDM14	LMAN2L
TBX3	LMAN2L
TCF3	LMAN2L
ASCL1	SEMA4C
ESRRB	SEMA4C
ESX1	SEMA4C
GATA3	SEMA4C
KLF4	SEMA4C
NANOG	SEMA4C
NR5A2	SEMA4C
NRIP1	SEMA4C
OTX2	SEMA4C
POU5F1	SEMA4C
SALL4	SEMA4C
SOX2	SEMA4C
SOX9	SEMA4C
TCF3	SEMA4C
KLF4	ACTR1B
ZFP281	ACTR1B
PRDM14	TMEM131
ASCL1	MGAT4A
ASCL2	MGAT4A
ESX1	MGAT4A
GATA3	REV1
KLF4	REV1
TBX3	REV1
EOMES	AFF3
ESX1	AFF3
ETV3	AFF3
GATA3	AFF3
KLF4	AFF3
MEF2C	AFF3
NRIP1	AFF3
POU5F1	AFF3
PRDM14	AFF3
SALL4	AFF3
SFPI1	AFF3
SMAD7	AFF3
SOX2	AFF3
SOX9	AFF3
T	AFF3
TBX3	AFF3
SFPI1	RNF149
POU5F1	MAP4K4
PRDM14	MAP4K4
SOX9	MAP4K4
TCF3	MAP4K4
POU5F1	MRPS9
SOX9	TGFBRAP1
ASCL1	FHL2
EOMES	FHL2
ESX1	FHL2
GATA3	FHL2
KLF4	FHL2
MEF2C	FHL2
MSC	FHL2
MYBL2	FHL2
NR5A2	FHL2
NRIP1	FHL2
OTX2	FHL2
POU5F1	FHL2
SETDB1	FHL2
SOX2	FHL2
SOX9	FHL2
TCF3	FHL2
T	FHL2
ESX1	NCK2
GATA3	NCK2
KLF4	NCK2
NRIP1	NCK2
SOX2	NCK2
SOX9	NCK2
TCF3	NCK2
T	NCK2
ESRRB	ERCC5
ESX1	ERCC5
TBX3	ERCC5
ASCL1	GULP1
EOMES	GULP1
ESRRB	GULP1
ESX1	GULP1
KLF4	GULP1
MYC	GULP1
NR5A2	GULP1
NRIP1	GULP1
SALL4	GULP1
SOX9	GULP1
ZFP42	GULP1
ESX1	WDR75
JARID2	WDR75
ESX1	SLC39A10
GATA3	SLC39A10
KLF4	SLC39A10
MSC	SLC39A10
NR5A2	SLC39A10
TCF3	SLC39A10
ESX1	MYO1B
GATA3	MYO1B
KLF4	MYO1B
KLF5	MYO1B
MEF2C	MYO1B
NRIP1	MYO1B
TCF3	MYO1B
ZFX	MYO1B
ASCL1	GLS
MSC	GLS
MYC	GLS
SMAD4	GLS
SUZ12	GLS
TCF7L2	GLS
ZSCAN4C	GLS
EOMES	1700019D03RIK
ESX1	1700019D03RIK
GATA3	1700019D03RIK
KLF4	1700019D03RIK
MYC	1700019D03RIK
POU5F1	1700019D03RIK
SETDB1	1700019D03RIK
SOX2	1700019D03RIK
SOX9	1700019D03RIK
TBX3	1700019D03RIK
TCF3	1700019D03RIK
ZSCAN4C	1700019D03RIK
ESX1	HECW2
KLF4	HECW2
OTX2	HECW2
POU5F1	HECW2
SALL4	HECW2
SFPI1	HECW2
ZFP42	HECW2
TCF3	GTF3C3
ASCL1	PGAP1
ASCL2	PGAP1
EOMES	PGAP1
ESX1	PGAP1
GATA3	PGAP1
KLF4	PGAP1
MEF2C	PGAP1
MYOD1	PGAP1
POU5F1	PGAP1
SALL4	PGAP1
SOX9	PGAP1
TCF3	PGAP1
T	PGAP1
ESRRB	SF3B1
SOX2	SF3B1
JARID2	HSPE1
ZFP42	HSPE1
ASCL2	SATB2
CBX8	SATB2
EOMES	SATB2
GATA3	SATB2
KLF4	SATB2
MEF2C	SATB2
MYOD1	SATB2
NANOG	SATB2
RXRA	SATB2
SOX2	SATB2
SOX9	SATB2
SUZ12	SATB2
TCF3	SATB2
T	SATB2
ZSCAN4C	SATB2
ASCL1	SPATS2L
ESX1	SPATS2L
MSC	SPATS2L
MYOD1	SPATS2L
NRIP1	SPATS2L
POU5F1	SPATS2L
SALL4	SPATS2L
SOX2	SPATS2L
SOX9	SPATS2L
TCF3	SPATS2L
ZSCAN4C	SPATS2L
NANOG	BZW1
ESRRB	CLK1
POU5F1	CLK1
TBX3	CLK1
ASCL2	FAM126B
EOMES	FAM126B
ETV3	FAM126B
MEF2C	FAM126B
MYOD1	FAM126B
NRIP1	FAM126B
POU5F1	FAM126B
SOX2	FAM126B
TCF7L2	FAM126B
ZSCAN4C	FAM126B
TCF3	NDUFB3
NRIP1	CFLAR
POU5F1	CFLAR
SOX9	CFLAR
GATA3	TRAK2
KLF4	TRAK2
MYBL2	TRAK2
NR5A2	TRAK2
SOX2	TRAK2
ESX1	FZD7
GATA3	FZD7
KLF4	FZD7
NANOG	FZD7
POU5F1	FZD7
RXRA	FZD7
SETDB1	FZD7
SOX2	FZD7
SOX9	FZD7
TBX3	FZD7
ZFP281	FZD7
ZSCAN4C	FZD7
TCF3	SUMO1
JARID2	NOP58
TBX3	NOP58
ESX1	BMPR2
KLF4	BMPR2
POU5F1	BMPR2
SOX2	BMPR2
SOX9	BMPR2
TCF3	BMPR2
GATA3	FAM117B
JARID2	FAM117B
KLF4	FAM117B
SOX9	FAM117B
JARID2	WDR12
POU5F1	WDR12
SOX9	WDR12
TCF3	WDR12
AES	NBEAL1
ASCL1	NBEAL1
ASCL2	NBEAL1
FOXJ2	NBEAL1
MSC	NBEAL1
MYC	NBEAL1
NANOG	NBEAL1
NR5A2	NBEAL1
NRIP1	NBEAL1
POU5F1	NBEAL1
RXRA	NBEAL1
SFPI1	NBEAL1
SOX2	NBEAL1
TCEA3	NBEAL1
GATA3	ABI2
KLF4	ABI2
TBX3	ABI2
ESX1	RAPH1
PRDM14	RAPH1
SETDB1	RAPH1
SOX2	RAPH1
T	RAPH1
SALL4	PARD3B
ZFX	PARD3B
ASCL1	NRP2
EOMES	NRP2
ESRRB	NRP2
GATA3	NRP2
MEF2C	NRP2
MYOD1	NRP2
NANOG	NRP2
NRIP1	NRP2
OTX2	NRP2
POU5F1	NRP2
PRDM14	NRP2
SALL4	NRP2
SFPI1	NRP2
SMAD1	NRP2
SMAD7	NRP2
SOX2	NRP2
SOX9	NRP2
STAT3	NRP2
TCEA3	NRP2
ZSCAN4C	NRP2
NANOG	INO80D
NR5A2	INO80D
POU5F1	INO80D
SFPI1	INO80D
SOX2	INO80D
NR5A2	EEF1B2
ASCL2	ZDBF2
EOMES	ZDBF2
ESX1	ZDBF2
GATA3	ZDBF2
JARID2	ZDBF2
KLF4	ZDBF2
NRIP1	ZDBF2
SOX2	ZDBF2
ZSCAN4C	ZDBF2
ASCL1	ADAM23
EOMES	ADAM23
ESX1	ADAM23
GATA3	ADAM23
JARID2	ADAM23
MEF2C	ADAM23
MYC	ADAM23
MYCN	ADAM23
NRIP1	ADAM23
POU5F1	ADAM23
SETDB1	ADAM23
SOX2	ADAM23
TBX3	ADAM23
TCF3	ADAM23
POU5F1	FASTKD2
SOX2	FASTKD2
SOX9	FASTKD2
TCF3	FASTKD2
ASCL1	KLF7
ESX1	KLF7
GATA3	KLF7
KLF4	KLF7
NRIP1	KLF7
SFPI1	KLF7
SOX2	KLF7
SUZ12	KLF7
TCF3	KLF7
GATA3	CREB1
KLF4	CREB1
PRDM14	CCNYL1
TCF3	PLEKHM3
ESX1	IDH1
GATA3	IDH1
KLF4	IDH1
SFPI1	IDH1
SOX2	IDH1
TCF3	IDH1
ESX1	RPE
TCF3	RPE
NRIP1	ACADL
PRDM14	ACADL
SFPI1	ACADL
TCF3	ACADL
ZSCAN4C	ACADL
AES	IKZF2
EOMES	IKZF2
FEM1B	IKZF2
FOXJ2	IKZF2
GATA3	IKZF2
MYCN	IKZF2
RXRA	IKZF2
SALL4	IKZF2
SFPI1	IKZF2
SMAD7	IKZF2
SOX9	IKZF2
TCF3	IKZF2
ZFAND3	IKZF2
ZFX	IKZF2
ZSCAN4C	IKZF2
SOX9	BARD1
TCF3	BARD1
JARID2	ATIC
SOX2	ATIC
ASCL1	FN1
EOMES	FN1
GATA3	FN1
JARID2	FN1
KLF4	FN1
NANOG	FN1
POU5F1	FN1
SOX9	FN1
SUZ12	FN1
TCF3	FN1
ESX1	PECR
JARID2	PECR
POU5F1	PECR
SOX2	PECR
SOX9	PECR
TCF3	PECR
JARID2	XRCC5
NANOG	XRCC5
POU5F1	XRCC5
SALL4	XRCC5
SFPI1	XRCC5
SOX2	XRCC5
TCF3	XRCC5
ZFP281	XRCC5
ASCL2	IGFBP2
GATA3	IGFBP2
KLF4	IGFBP2
NANOG	IGFBP2
NRIP1	IGFBP2
OTX2	IGFBP2
POU5F1	IGFBP2
PRDM14	IGFBP2
SMAD7	IGFBP2
SOX2	IGFBP2
SOX9	IGFBP2
TBX3	IGFBP2
T	IGFBP2
ZFP281	IGFBP2
ZSCAN4C	IGFBP2
AES	IGFBP5
ASCL1	IGFBP5
ASCL2	IGFBP5
DPPA5A	IGFBP5
EOMES	IGFBP5
ESX1	IGFBP5
ETV3	IGFBP5
GATA3	IGFBP5
JARID2	IGFBP5
KLF5	IGFBP5
MEF2C	IGFBP5
MSC	IGFBP5
